14.7526	-1E-4	-0.0013	-0.0022
14.8242	0	-8E-4	-0.0019
14.8958	-1E-4	-0.0012	-0.0028
14.9674	1E-4	-7E-4	-0.0026
15.0391	0	-7E-4	-0.0025
15.1107	2E-4	-0.0021	-0.0015
15.1823	4E-4	-0.0015	-0.0012
15.2539	5E-4	-0.0013	-0.0021
15.3255	3E-4	-0.0023	-0.0015
15.3971	2E-4	-0.0023	-0.0015
15.4687	5E-4	-0.0014	-0.0019
15.5404	0.0011	-8E-4	-0.0016
15.612	0.0011	-0.0013	-8E-4
15.6836	0.001	-0.0011	-0.0014
15.7552	0.0011	-0.0015	-0.0013
15.8268	0.0014	-0.001	-7E-4
15.8984	0.0015	-8E-4	-8E-4
15.9701	0.0015	-2E-4	-7E-4
16.0417	0.0016	-5E-4	4E-4
16.1133	0.002	-0.001	4E-4
16.1849	0.0018	-9E-4	0.001
16.2565	0.0022	-1E-4	0.001
16.3281	0.0023	0	0.0013
16.3997	0.0027	4E-4	0.0017
16.4714	0.0031	1E-4	0.0021
16.543	0.0034	4E-4	0.0016
16.6146	0.0034	6E-4	0.0018
16.6862	0.0037	3E-4	0.0024
16.7578	0.0041	3E-4	0.0021
16.8294	0.0045	0.0011	0.003
16.901	0.0048	0.0018	0.0032
16.9727	0.0049	0.002	0.0027
17.0443	0.0051	0.0021	0.003
17.1159	0.0058	0.0018	0.0043
17.1875	0.0056	0.002	0.0043
17.2591	0.0059	0.0016	0.0046
17.3307	0.0062	0.0027	0.0045
17.4023	0.0062	0.0024	0.005
17.474	0.0063	0.0033	0.0058
17.5456	0.0065	0.0032	0.0048
17.6172	0.0067	0.0034	0.0051
17.6888	0.0066	0.0026	0.0047
17.7604	0.0067	0.0032	0.005
17.832	0.0065	0.0035	0.0059
17.9036	0.0067	0.0029	0.0053
17.9753	0.007	0.002	0.0056
18.0469	0.0069	0.0017	0.0048
18.1185	0.0066	0.0023	0.0051
18.1901	0.0065	0.0022	0.0056
18.2617	0.0066	0.0036	0.0057
18.3333	0.0066	0.0028	0.0049
18.4049	0.0068	0.0029	0.0058
18.4766	0.0073	0.0026	0.0063
18.5482	0.0071	0.0023	0.0066
18.6198	0.0073	0.003	0.0072
18.6914	0.0077	0.0029	0.007
18.763	0.0076	0.0024	0.0068
18.8346	0.0079	0.0032	0.0069
18.9062	0.0079	0.0026	0.0066
18.9779	0.0077	0.0031	0.0067
19.0495	0.0077	0.0025	0.0069
19.1211	0.007	0.0012	0.0072
19.1927	0.0065	9E-4	0.0064
19.2643	0.0057	0.0014	0.0059
19.3359	0.0051	-1E-4	0.0047
19.4076	0.0044	4E-4	0.0049
19.4792	0.0036	-0.001	0.0043
19.5508	0.003	-0.002	0.0027
19.6224	0.0027	-0.0016	0.0018
19.694	0.0024	-0.0019	0.0029
19.7656	0.0027	-0.0024	0.0033
19.8372	0.0024	-0.0028	0.0021
19.9089	0.0021	-0.0021	0.0018
19.9805	0.002	-0.0019	0.0019
20.0521	0.0018	-0.0016	0.0028
20.1237	0.0023	-0.0011	0.0033
20.1953	0.0024	-0.0015	0.0031
20.2669	0.0023	-0.0022	0.003
20.3385	0.0021	-0.0016	0.0032
20.4102	0.0026	-0.0031	0.0037
20.4818	0.0026	-0.0018	0.0027
20.5534	0.0028	-8E-4	0.0033
20.625	0.0026	-0.002	0.0031
20.6966	0.0028	-9E-4	0.0027
20.7682	0.0033	-0.0013	0.0037
20.8398	0.0035	-8E-4	0.0049
20.9115	0.0038	2E-4	0.0045
20.9831	0.0042	-4E-4	0.005
21.0547	0.0045	0	0.0058
21.1263	0.0043	4E-4	0.0053
21.1979	0.0047	4E-4	0.0043
21.2695	0.0045	-2E-4	0.0048
21.3411	0.0039	-6E-4	0.0046
21.4128	0.0037	-3E-4	0.0037
21.4844	0.0025	-0.0011	0.0032
21.556	0.0015	-0.0012	0.0025
21.6276	0.0011	-0.0018	0.0015
21.6992	3E-4	-0.0028	5E-4
21.7708	-1E-4	-0.0034	2E-4
21.8424	0	-0.0042	0.0015
21.9141	2E-4	-0.004	7E-4
21.9857	5E-4	-0.0033	9E-4
22.0573	6E-4	-0.0021	0.0015
22.1289	0.0013	-0.0023	0.0015
