14.7526	-0.0018	-0.0018
14.8242	-0.0012	-0.0018
14.8958	-0.0012	-9E-4
14.9674	-0.001	-0.0016
15.0391	-0.0011	-0.0018
15.1107	-7E-4	-0.002
15.1823	-9E-4	-0.0021
15.2539	-0.001	-0.0017
15.3255	-5E-4	-8E-4
15.3971	-5E-4	-0.0015
15.4687	-9E-4	-9E-4
15.5404	-7E-4	-0.0013
15.612	-6E-4	-3E-4
15.6836	-3E-4	-3E-4
15.7552	6E-4	-1E-4
15.8268	2E-4	-6E-4
15.8984	4E-4	-6E-4
15.9701	7E-4	-3E-4
16.0417	2E-4	-6E-4
16.1133	-1E-4	6E-4
16.1849	0.0011	5E-4
16.2565	0.0018	-1E-4
16.3281	0.0013	3E-4
16.3997	0.0029	6E-4
16.4714	0.0018	0.0014
16.543	0.0025	8E-4
16.6146	0.0028	0.0016
16.6862	0.0021	0.0017
16.7578	0.0024	0.0016
16.8294	0.0027	0.0018
16.901	0.0029	0.0024
16.9727	0.0024	0.0027
17.0443	0.0035	0.0028
17.1159	0.0042	0.0027
17.1875	0.0035	0.0024
17.2591	0.0046	0.0034
17.3307	0.0037	0.003
17.4023	0.0034	0.0038
17.474	0.004	0.0044
17.5456	0.0041	0.0043
17.6172	0.0039	0.0036
17.6888	0.004	0.0045
17.7604	0.0033	0.0039
17.832	0.004	0.004
17.9036	0.0042	0.0038
17.9753	0.004	0.0035
18.0469	0.0048	0.0033
18.1185	0.0043	0.0035
18.1901	0.0045	0.0031
18.2617	0.0043	0.0035
18.3333	0.0046	0.0031
18.4049	0.0045	0.0036
18.4766	0.0045	0.0037
18.5482	0.0039	0.003
18.6198	0.0041	0.0026
18.6914	0.0039	0.0036
18.763	0.0039	0.0032
18.8346	0.0034	0.0034
18.9062	0.0038	0.0031
18.9779	0.0031	0.0029
19.0495	0.0033	0.0018
19.1211	0.0032	0.0019
19.1927	0.0014	0.001
19.2643	0.0026	0.0014
19.3359	0.0024	0.0021
19.4076	0.0026	9E-4
19.4792	0.0025	0.0014
19.5508	0.0025	0.0017
19.6224	0.0021	0.0015
19.694	8E-4	0.001
19.7656	0.0013	7E-4
19.8372	0.0019	2E-4
19.9089	0.0018	0.0011
19.9805	0.0015	0.0016
20.0521	0.0022	0.0021
20.1237	0.0016	0.0015
20.1953	0.0017	3E-4
20.2669	0.0019	8E-4
20.3385	0.0011	0.0016
20.4102	9E-4	8E-4
20.4818	0.0019	7E-4
20.5534	0.0018	-1E-4
20.625	0.0015	7E-4
20.6966	0.0011	8E-4
20.7682	8E-4	7E-4
20.8398	0.0017	7E-4
20.9115	4E-4	0.0014
20.9831	7E-4	0.0012
21.0547	0.0013	4E-4
21.1263	9E-4	5E-4
21.1979	8E-4	-1E-4
21.2695	-9E-4	-8E-4
21.3411	-5E-4	-0.0015
21.4128	-5E-4	-0.0015
21.4844	-1E-4	-0.0019
21.556	-0.0011	-0.0024
21.6276	-8E-4	-0.0022
21.6992	-0.0015	-0.0017
21.7708	-0.0017	-0.0015
21.8424	-0.0016	-0.0023
21.9141	-0.0024	-0.0015
21.9857	-0.002	-0.002
