14.7526	-0.0024	-0.0022
14.8242	-0.0016	-0.0012
14.8958	-0.0021	-0.0012
14.9674	-0.0015	-0.002
15.0391	-0.0012	-0.0029
15.1107	-0.0012	-0.0014
15.1823	-0.0015	-0.0011
15.2539	-0.0013	-7E-4
15.3255	-8E-4	-0.0015
15.3971	-0.0019	-0.0011
15.4687	-8E-4	-5E-4
15.5404	-7E-4	-5E-4
15.612	-0.001	1E-4
15.6836	-7E-4	-4E-4
15.7552	1E-4	-6E-4
15.8268	-3E-4	-0.0012
15.8984	-1E-4	4E-4
15.9701	-4E-4	-1E-4
16.0417	-5E-4	-5E-4
16.1133	2E-4	-3E-4
16.1849	-1E-4	6E-4
16.2565	0.001	-1E-4
16.3281	8E-4	7E-4
16.3997	8E-4	0.0016
16.4714	0.0014	0.001
16.543	0.0018	0.0013
16.6146	7E-4	0.0016
16.6862	0.0015	0.0016
16.7578	0.0022	0.0014
16.8294	0.0022	8E-4
16.901	0.0032	0.0021
16.9727	0.0021	0.003
17.0443	0.0029	0.0031
17.1159	0.003	0.0025
17.1875	0.0037	0.0023
17.2591	0.0032	0.0033
17.3307	0.0033	0.0025
17.4023	0.0039	0.0033
17.474	0.0039	0.0039
17.5456	0.0042	0.004
17.6172	0.0038	0.0033
17.6888	0.003	0.0041
17.7604	0.0043	0.0042
17.832	0.0042	0.0046
17.9036	0.0042	0.0036
17.9753	0.0041	0.0038
18.0469	0.0042	0.0045
18.1185	0.0043	0.0041
18.1901	0.0045	0.0036
18.2617	0.0049	0.0031
18.3333	0.0044	0.0041
18.4049	0.0041	0.0043
18.4766	0.0032	0.004
18.5482	0.0036	0.0037
18.6198	0.0036	0.0041
18.6914	0.0047	0.0036
18.763	0.0042	0.003
18.8346	0.0033	0.0027
18.9062	0.0033	0.0032
18.9779	0.0023	0.0029
19.0495	0.0027	0.003
19.1211	0.0033	0.0036
19.1927	0.0026	0.0032
19.2643	0.0022	0.003
19.3359	0.0015	0.0027
19.4076	0.0021	0.0021
19.4792	0.0026	0.0035
19.5508	0.0018	0.0025
19.6224	0.0014	0.0029
19.694	0.0019	0.003
19.7656	0.0036	0.0027
19.8372	0.0017	0.0031
19.9089	0.0018	0.0024
19.9805	0.0027	0.0028
20.0521	0.0014	0.0022
20.1237	0.0014	0.0023
20.1953	0.0013	0.0015
20.2669	0.0018	0.0026
20.3385	5E-4	0.0018
20.4102	0.0013	0.0016
20.4818	0.0017	0.0011
20.5534	0.0013	0.002
20.625	9E-4	0.0021
20.6966	0.0013	0.0016
20.7682	0.0011	0.0021
20.8398	5E-4	0.001
20.9115	8E-4	8E-4
20.9831	0.0013	5E-4
21.0547	0.0012	0.0016
21.1263	4E-4	0.0011
21.1979	2E-4	-2E-4
21.2695	0.0013	3E-4
21.3411	3E-4	-8E-4
21.4128	-5E-4	-1E-4
21.4844	6E-4	-5E-4
21.556	0	-8E-4
21.6276	-4E-4	-4E-4
21.6992	-2E-4	-0.0011
21.7708	-5E-4	-8E-4
21.8424	-8E-4	-9E-4
21.9141	-1E-4	-0.0015
21.9857	-9E-4	-9E-4
22.0573	-9E-4	-0.001
22.1289	-0.0015	-0.0014
22.2005	-8E-4	-0.0019
22.2721	-0.001	-0.0014
22.3437	-5E-4	-0.0015
22.4154	-9E-4	-0.0016
22.487	-0.001	-1E-4
22.5586	-8E-4	-9E-4
22.6302	-9E-4	-6E-4
22.7018	3E-4	-0.0012
22.7734	-3E-4	-0.001
22.8451	-2E-4	-2E-4
22.9167	-6E-4	-7E-4
22.9883	-6E-4	-8E-4
23.0599	5E-4	-1E-4
23.1315	-8E-4	-5E-4
23.2031	-5E-4	-8E-4
23.2747	-0.0019	-6E-4
23.3464	-0.0016	-8E-4
23.418	-0.0023	-0.0021
23.4896	-0.0022	-0.0024
23.5612	-0.0027	-0.0037
23.6328	-0.0038	-0.0038
23.7044	-0.0039	-0.0038
23.776	-0.0043	-0.004
23.8477	-0.0049	-0.0045
23.9193	-0.0043	-0.004
23.9909	-0.0041	-0.0043
24.0625	-0.0039	-0.004
24.1341	-0.0033	-0.0034
24.2057	-0.004	-0.0035
24.2773	-0.0041	-0.0038
24.349	-0.004	-0.0049
24.4206	-0.0055	-0.0041
24.4922	-0.0059	-0.0054
24.5638	-0.0066	-0.0063
24.6354	-0.0076	-0.0066
24.707	-0.0077	-0.0078
24.7786	-0.0088	-0.0083
24.8503	-0.0098	-0.0098
24.9219	-0.0092	-0.0105
24.9935	-0.01	-0.0108
25.0651	-0.0107	-0.0109
25.1367	-0.0108	-0.011
25.2083	-0.0113	-0.0103
25.2799	-0.0107	-0.0105
25.3516	-0.0106	-0.0095
25.4232	-0.0094	-0.0099
25.4948	-0.0094	-0.0087
25.5664	-0.0076	-0.008
25.638	-0.0057	-0.0065
25.7096	-0.0029	-0.0032
25.7812	-1E-4	-4E-4
25.8529	0.0047	0.0045
25.9245	0.0098	0.0098
25.9961	0.0178	0.0166
26.0677	0.0269	0.0264
26.1393	0.0387	0.0385
26.2109	0.0509	0.0503
26.2826	0.0634	0.0647
26.3542	0.0794	0.0791
26.4258	0.0939	0.0934
26.4974	0.1038	0.104
26.569	0.1094	0.1098
26.6406	0.1021	0.1026
26.7122	0.0822	0.0824
26.7839	0.0476	0.0483
26.8555	-0.0031	-0.0023
26.9271	-0.0643	-0.063
26.9987	-0.13	-0.1299
27.0703	-0.1872	-0.1878
27.1419	-0.2269	-0.2293
27.2135	-0.2422	-0.2436
27.2852	-0.2246	-0.2268
27.3568	-0.1803	-0.1856
27.4284	-0.1166	-0.1197
27.5	-0.0475	-0.046
