0	0.0022
0.0716	0.0026
0.1432	0.0025
0.2148	0.0022
0.2865	0.0013
0.3581	8E-4
0.4297	0.0016
0.5013	0.0028
0.5729	0.0027
0.6445	0.0026
0.7161	0.0024
0.7878	0.0025
0.8594	0.0025
0.931	0.0023
1.0026	0.0027
1.0742	0.0025
1.1458	0.0032
1.2174	0.0039
1.2891	0.0033
1.3607	0.0026
1.4323	0.003
1.5039	0.0038
1.5755	0.0031
1.6471	0.0031
1.7187	0.0032
1.7904	0.0022
1.862	0.0025
1.9336	0.0015
2.0052	5E-4
2.0768	8E-4
2.1484	8E-4
2.2201	6E-4
2.2917	-1E-4
2.3633	1E-4
2.4349	4E-4
2.5065	-4E-4
2.5781	0
2.6497	-1E-4
2.7214	-0.0013
2.793	-0.0012
2.8646	-0.0019
2.9362	-0.0014
3.0078	-0.0024
3.0794	-0.0021
3.151	-0.0024
3.2227	-0.002
3.2943	-0.002
3.3659	-0.0021
3.4375	-0.0031
3.5091	-0.0023
3.5807	-0.0026
3.6523	-0.002
3.724	-0.0023
3.7956	-0.0019
3.8672	-0.0016
3.9388	-0.003
4.0104	-0.0026
4.082	-0.0037
4.1536	-0.0039
4.2253	-0.0043
4.2969	-0.0048
4.3685	-0.0048
4.4401	-0.0053
4.5117	-0.0051
4.5833	-0.0058
4.6549	-0.0057
4.7266	-0.0052
4.7982	-0.0065
4.8698	-0.0067
4.9414	-0.0064
5.013	-0.007
5.0846	-0.0066
5.1562	-0.0069
5.2279	-0.0076
5.2995	-0.0078
5.3711	-0.0076
5.4427	-0.0067
5.5143	-0.007
5.5859	-0.0076
5.6576	-0.0078
5.7292	-0.0083
5.8008	-0.0071
5.8724	-0.007
5.944	-0.0081
6.0156	-0.0074
6.0872	-0.0075
6.1589	-0.0073
6.2305	-0.0065
6.3021	-0.0066
6.3737	-0.0063
6.4453	-0.0063
6.5169	-0.007
6.5885	-0.0067
6.6602	-0.0068
6.7318	-0.0067
6.8034	-0.0073
6.875	-0.0075
6.9466	-0.0074
7.0182	-0.0069
7.0898	-0.0074
7.1615	-0.0076
7.2331	-0.0072
7.3047	-0.0066
7.3763	-0.007
7.4479	-0.0064
7.5195	-0.0072
7.5911	-0.0076
7.6628	-0.0075
7.7344	-0.0072
7.806	-0.0064
7.8776	-0.008
7.9492	-0.0076
8.0208	-0.0077
8.0924	-0.0066
8.1641	-0.0067
8.2357	-0.0066
8.3073	-0.0073
8.3789	-0.0074
8.4505	-0.0077
