14.7526	0.0029
14.8242	0.0025
14.8958	0.0024
14.9674	0.0034
15.0391	0.003
15.1107	0.0037
15.1823	0.0036
15.2539	0.0034
15.3255	0.004
15.3971	0.0039
15.4687	0.0042
15.5404	0.0044
15.612	0.0047
15.6836	0.0049
15.7552	0.0049
15.8268	0.0042
15.8984	0.0039
15.9701	0.0048
16.0417	0.0051
16.1133	0.0052
16.1849	0.0056
16.2565	0.0047
16.3281	0.005
16.3997	0.0056
16.4714	0.0063
16.543	0.0066
16.6146	0.0067
16.6862	0.0073
16.7578	0.0072
16.8294	0.0079
16.901	0.0071
16.9727	0.0074
17.0443	0.0073
17.1159	0.007
17.1875	0.0078
17.2591	0.008
17.3307	0.0071
17.4023	0.0075
17.474	0.0076
17.5456	0.0079
17.6172	0.0084
17.6888	0.0088
17.7604	0.0077
17.832	0.0082
17.9036	0.008
17.9753	0.0084
18.0469	0.008
18.1185	0.0082
18.1901	0.0094
18.2617	0.0103
18.3333	0.0102
18.4049	0.0102
18.4766	0.0113
18.5482	0.0116
18.6198	0.0121
18.6914	0.0131
18.763	0.0125
18.8346	0.0133
18.9062	0.0124
18.9779	0.0105
19.0495	0.0078
19.1211	0.0059
19.1927	0.0046
19.2643	0.0029
19.3359	0.0011
19.4076	-6E-4
19.4792	-3E-4
19.5508	-0.001
19.6224	-4E-4
19.694	7E-4
19.7656	-3E-4
19.8372	-2E-4
19.9089	-4E-4
19.9805	2E-4
20.0521	0
20.1237	2E-4
20.1953	0.0017
20.2669	0.0014
20.3385	0.0018
20.4102	0.0027
20.4818	0.0035
20.5534	0.0044
20.625	0.0051
20.6966	0.0078
20.7682	0.0083
20.8398	0.0092
20.9115	0.0099
20.9831	0.0097
21.0547	0.0104
21.1263	0.009
21.1979	0.0073
21.2695	0.0065
21.3411	0.004
21.4128	0.002
21.4844	0.0012
21.556	-2E-4
21.6276	-8E-4
21.6992	1E-4
21.7708	7E-4
21.8424	0.002
21.9141	0.0034
21.9857	0.0044
22.0573	0.0053
22.1289	0.0057
22.2005	0.007
22.2721	0.0092
22.3437	0.0105
22.4154	0.0127
22.487	0.0159
22.5586	0.0197
22.6302	0.0249
22.7018	0.0287
22.7734	0.0342
22.8451	0.0397
22.9167	0.0446
22.9883	0.048
23.0599	0.0498
23.1315	0.0502
23.2031	0.0488
23.2747	0.0434
23.3464	0.0357
23.418	0.0252
23.4896	0.0131
23.5612	0.0017
23.6328	-0.0108
23.7044	-0.0234
23.776	-0.0321
23.8477	-0.0404
23.9193	-0.0458
23.9909	-0.0515
24.0625	-0.0552
24.1341	-0.0598
24.2057	-0.0651
24.2773	-0.0743
24.349	-0.089
24.4206	-0.1074
24.4922	-0.1317
24.5638	-0.1593
24.6354	-0.1911
24.707	-0.2261
24.7786	-0.2652
24.8503	-0.3084
24.9219	-0.3544
24.9935	-0.4034
25.0651	-0.4537
25.1367	-0.5047
25.2083	-0.5546
25.2799	-0.6025
25.3516	-0.6468
25.4232	-0.6845
25.4948	-0.7111
25.5664	-0.7227
25.638	-0.7143
25.7096	-0.6793
25.7812	-0.6086
25.8529	-0.4969
25.9245	-0.3346
25.9961	-0.1031
26.0677	0.202
26.1393	0.5874
26.2109	1.0662
26.2826	1.6182
26.3542	2.2443
26.4258	2.8978
26.4974	3.5208
26.569	4.0373
26.6406	4.3428
26.7122	4.3311
26.7839	3.9319
26.8555	3.1007
26.9271	1.9249
26.9987	0.4513
27.0703	-1.0725
27.1419	-2.4215
27.2135	-3.4091
27.2852	-3.9175
27.3568	-3.9476
27.4284	-3.5445
27.5	-2.8843
27.5716	-2.1718
27.6432	-1.5389
27.7148	-1.0444
27.7865	-0.6898
27.8581	-0.4282
27.9297	-0.2233
28.0013	-0.062
28.0729	0.0483
28.1445	0.099
28.2161	0.1058
28.2878	0.0952
28.3594	0.0928
28.431	0.0972
28.5026	0.0973
28.5742	0.0752
28.6458	0.0404
28.7174	0.0124
28.7891	0.011
28.8607	0.0394
28.9323	0.0741
29.0039	0.0891
29.0755	0.0757
29.1471	0.0481
29.2187	0.0293
29.2904	0.0305
29.362	0.0489
29.4336	0.0784
29.5052	0.1104
29.5768	0.1415
29.6484	0.1665
29.7201	0.1807
29.7917	0.1783
29.8633	0.1617
29.9349	0.1351
30.0065	0.0987
30.0781	0.052
