14.7526	0.0029	0.0029
14.8242	0.0033	0.0033
14.8958	0.0039	0.0039
14.9674	0.0038	0.0038
15.0391	0.003	0.003
15.1107	0.0033	0.0033
15.1823	0.003	0.003
15.2539	0.0039	0.0039
15.3255	0.0038	0.0038
15.3971	0.0038	0.0038
15.4687	0.0045	0.0045
15.5404	0.0038	0.0038
15.612	0.0045	0.0045
15.6836	0.0047	0.0047
15.7552	0.0043	0.0043
15.8268	0.0039	0.0039
15.8984	0.0051	0.0051
15.9701	0.0046	0.0046
16.0417	0.0058	0.0058
16.1133	0.005	0.005
16.1849	0.0055	0.0055
16.2565	0.0057	0.0057
16.3281	0.0053	0.0053
16.3997	0.0055	0.0055
16.4714	0.0053	0.0053
16.543	0.0058	0.0058
16.6146	0.0073	0.0073
16.6862	0.0062	0.0062
16.7578	0.0063	0.0063
16.8294	0.0069	0.0069
16.901	0.0067	0.0067
16.9727	0.0069	0.0069
17.0443	0.0072	0.0072
17.1159	0.0074	0.0074
17.1875	0.0075	0.0075
17.2591	0.0067	0.0067
17.3307	0.008	0.008
17.4023	0.0073	0.0073
17.474	0.007	0.007
17.5456	0.0067	0.0067
17.6172	0.0071	0.0071
17.6888	0.0064	0.0064
17.7604	0.0067	0.0067
17.832	0.0067	0.0067
17.9036	0.0069	0.0069
17.9753	0.0077	0.0077
18.0469	0.0064	0.0064
18.1185	0.0072	0.0072
18.1901	0.0077	0.0077
18.2617	0.0082	0.0082
18.3333	0.0097	0.0097
18.4049	0.0096	0.0096
18.4766	0.0102	0.0102
18.5482	0.0096	0.0096
18.6198	0.0111	0.0111
18.6914	0.0115	0.0115
18.763	0.0115	0.0115
18.8346	0.0108	0.0108
18.9062	0.0099	0.0099
18.9779	0.009	0.009
19.0495	0.0063	0.0063
19.1211	0.0047	0.0047
19.1927	0.0023	0.0023
19.2643	0.0019	0.0019
19.3359	-1E-4	-1E-4
19.4076	-0.0011	-0.0011
19.4792	-0.002	-0.002
19.5508	-0.0022	-0.0022
19.6224	-5E-4	-5E-4
19.694	-5E-4	-5E-4
19.7656	-9E-4	-9E-4
19.8372	-0.0012	-0.0012
19.9089	-4E-4	-4E-4
19.9805	-0.0017	-0.0017
20.0521	-0.0011	-0.0011
20.1237	-0.0012	-0.0012
20.1953	4E-4	4E-4
20.2669	2E-4	2E-4
20.3385	-2E-4	-2E-4
20.4102	0.0017	0.0017
20.4818	0.0028	0.0028
20.5534	0.0036	0.0036
20.625	0.0044	0.0044
20.6966	0.006	0.006
20.7682	0.0071	0.0071
20.8398	0.0086	0.0086
20.9115	0.0091	0.0091
20.9831	0.0083	0.0083
21.0547	0.0084	0.0084
21.1263	0.0082	0.0082
21.1979	0.0065	0.0065
21.2695	0.0044	0.0044
21.3411	0.0031	0.0031
21.4128	7E-4	7E-4
21.4844	-0.0012	-0.0012
21.556	-0.001	-0.001
21.6276	-8E-4	-8E-4
21.6992	6E-4	6E-4
21.7708	0	0
21.8424	0.0018	0.0018
21.9141	0.0024	0.0024
21.9857	0.003	0.003
22.0573	0.0041	0.0041
22.1289	0.0041	0.0041
22.2005	0.0053	0.0053
22.2721	0.007	0.007
22.3437	0.0095	0.0095
22.4154	0.0114	0.0114
22.487	0.0137	0.0137
22.5586	0.0183	0.0183
22.6302	0.0232	0.0232
22.7018	0.0273	0.0273
22.7734	0.0329	0.0329
22.8451	0.0381	0.0381
22.9167	0.0432	0.0432
22.9883	0.0466	0.0466
23.0599	0.0484	0.0484
23.1315	0.0492	0.0492
23.2031	0.0471	0.0471
23.2747	0.0415	0.0415
23.3464	0.0333	0.0333
23.418	0.0226	0.0226
23.4896	0.0099	0.0099
23.5612	-0.0026	-0.0026
23.6328	-0.014	-0.014
23.7044	-0.0256	-0.0256
23.776	-0.0361	-0.0361
23.8477	-0.0453	-0.0453
23.9193	-0.0518	-0.0518
23.9909	-0.0571	-0.0571
24.0625	-0.0613	-0.0613
24.1341	-0.0649	-0.0649
24.2057	-0.0715	-0.0715
24.2773	-0.0814	-0.0814
24.349	-0.0942	-0.0942
24.4206	-0.1138	-0.1138
24.4922	-0.136	-0.136
24.5638	-0.1618	-0.1618
24.6354	-0.1896	-0.1896
24.707	-0.2211	-0.2211
24.7786	-0.2579	-0.2579
24.8503	-0.296	-0.296
24.9219	-0.3375	-0.3375
24.9935	-0.3816	-0.3816
25.0651	-0.4272	-0.4272
25.1367	-0.4749	-0.4749
25.2083	-0.5235	-0.5235
25.2799	-0.5739	-0.5739
25.3516	-0.6227	-0.6227
25.4232	-0.668	-0.668
25.4948	-0.7056	-0.7056
25.5664	-0.7282	-0.7282
25.638	-0.7302	-0.7302
25.7096	-0.7056	-0.7056
25.7812	-0.6439	-0.6439
25.8529	-0.5351	-0.5351
25.9245	-0.3697	-0.3697
25.9961	-0.1376	-0.1376
26.0677	0.1716	0.1716
26.1393	0.5577	0.5577
26.2109	1.036	1.036
26.2826	1.6008	1.6008
26.3542	2.2517	2.2517
26.4258	2.9217	2.9217
26.4974	3.5531	3.5531
26.569	4.0869	4.0869
26.6406	4.3906	4.3906
26.7122	4.3674	4.3674
26.7839	3.9449	3.9449
26.8555	3.0999	3.0999
26.9271	1.8573	1.8573
26.9987	0.3569	0.3569
27.0703	-1.1406	-1.1406
27.1419	-2.5191	-2.5191
27.2135	-3.496	-3.496
27.2852	-3.9602	-3.9602
27.3568	-3.9222	-3.9222
27.4284	-3.4851	-3.4851
27.5	-2.8403	-2.8403
27.5716	-2.0793	-2.0793
27.6432	-1.4494	-1.4494
27.7148	-0.9859	-0.9859
27.7865	-0.6538	-0.6538
27.8581	-0.4141	-0.4141
27.9297	-0.2241	-0.2241
28.0013	-0.0728	-0.0728
28.0729	0.0288	0.0288
28.1445	0.0745	0.0745
28.2161	0.0795	0.0795
28.2878	0.0747	0.0747
28.3594	0.08	0.08
28.431	0.0928	0.0928
28.5026	0.0951	0.0951
28.5742	0.0719	0.0719
28.6458	0.0344	0.0344
28.7174	0.0083	0.0083
28.7891	0.0146	0.0146
28.8607	0.048	0.048
28.9323	0.084	0.084
29.0039	0.0952	0.0952
29.0755	0.0781	0.0781
29.1471	0.0482	0.0482
29.2187	0.0296	0.0296
29.2904	0.0325	0.0325
29.362	0.0546	0.0546
29.4336	0.0847	0.0847
29.5052	0.1154	0.1154
29.5768	0.1486	0.1486
29.6484	0.1774	0.1774
29.7201	0.1934	0.1934
29.7917	0.1905	0.1905
29.8633	0.1726	0.1726
29.9349	0.1443	0.1443
30.0065	0.1068	0.1068
30.0781	0.0575	0.0575
30.1497	-0.0034	-0.0034
30.2214	-0.0642	-0.0642
