14.7526	-0.0027
14.8242	-0.0029
14.8958	-0.0021
14.9674	-0.0016
15.0391	-0.0013
15.1107	-0.0017
15.1823	-0.0029
15.2539	-0.0017
15.3255	-9E-4
15.3971	-0.0013
15.4687	-8E-4
15.5404	-3E-4
15.612	-3E-4
15.6836	2E-4
15.7552	-4E-4
15.8268	-5E-4
15.8984	-8E-4
15.9701	-2E-4
16.0417	-2E-4
16.1133	-3E-4
16.1849	6E-4
16.2565	2E-4
16.3281	0.0014
16.3997	0.0015
16.4714	5E-4
16.543	5E-4
16.6146	8E-4
16.6862	0.0012
16.7578	0.002
16.8294	0.0016
16.901	0.0012
16.9727	0.0016
17.0443	0.0023
17.1159	0.0034
17.1875	0.0034
17.2591	0.0036
17.3307	0.0038
17.4023	0.0034
17.474	0.0026
17.5456	0.0027
17.6172	0.003
17.6888	0.0036
17.7604	0.0042
17.832	0.0043
17.9036	0.0038
17.9753	0.0034
18.0469	0.0037
18.1185	0.0038
18.1901	0.0038
18.2617	0.0032
18.3333	0.0033
18.4049	0.0042
18.4766	0.0037
18.5482	0.004
18.6198	0.0042
18.6914	0.0034
18.763	0.0032
18.8346	0.003
18.9062	0.0039
18.9779	0.0037
19.0495	0.0024
19.1211	0.0023
19.1927	0.0021
19.2643	0.0029
19.3359	0.0025
19.4076	0.002
19.4792	0.0026
19.5508	0.0021
19.6224	0.0018
19.694	7E-4
19.7656	0.002
19.8372	0.0023
19.9089	0.0028
19.9805	0.0021
20.0521	0.0021
20.1237	0.0019
20.1953	0.0026
20.2669	0.0019
20.3385	0.0019
20.4102	0.0013
20.4818	0.0015
20.5534	0.0015
20.625	0.0012
20.6966	0.0013
20.7682	0.0018
20.8398	9E-4
20.9115	0.0014
20.9831	4E-4
21.0547	6E-4
21.1263	6E-4
21.1979	9E-4
21.2695	4E-4
21.3411	-5E-4
21.4128	-9E-4
21.4844	-7E-4
21.556	-3E-4
21.6276	-4E-4
21.6992	-0.0011
21.7708	-0.0013
21.8424	-0.0019
21.9141	-3E-4
21.9857	-0.0017
22.0573	-8E-4
22.1289	-8E-4
22.2005	-8E-4
22.2721	-0.0015
22.3437	-0.0012
22.4154	-0.0014
22.487	-0.0016
22.5586	-0.001
22.6302	-0.0015
22.7018	-5E-4
22.7734	0
22.8451	4E-4
22.9167	6E-4
22.9883	0.001
23.0599	7E-4
23.1315	-0.0011
23.2031	-8E-4
23.2747	-0.0018
23.3464	-0.0013
23.418	-0.0024
23.4896	-0.0027
23.5612	-0.0045
23.6328	-0.0049
23.7044	-0.0039
23.776	-0.005
23.8477	-0.0053
23.9193	-0.0052
23.9909	-0.0056
24.0625	-0.0054
24.1341	-0.0049
24.2057	-0.005
24.2773	-0.0053
24.349	-0.0053
24.4206	-0.0056
24.4922	-0.0062
24.5638	-0.0082
24.6354	-0.0076
24.707	-0.0088
24.7786	-0.0094
24.8503	-0.0106
24.9219	-0.0118
24.9935	-0.0122
25.0651	-0.012
25.1367	-0.0123
25.2083	-0.0122
25.2799	-0.0129
25.3516	-0.0125
25.4232	-0.0122
25.4948	-0.0102
25.5664	-0.0088
25.638	-0.0075
25.7096	-0.0045
25.7812	-5E-4
25.8529	0.0039
25.9245	0.0105
25.9961	0.0188
26.0677	0.0307
26.1393	0.0423
26.2109	0.0573
26.2826	0.074
26.3542	0.0923
26.4258	0.1103
26.4974	0.1237
26.569	0.1299
26.6406	0.1245
26.7122	0.1044
26.7839	0.0675
26.8555	0.0113
26.9271	-0.06
26.9987	-0.135
27.0703	-0.2041
27.1419	-0.2588
27.2135	-0.2834
27.2852	-0.2738
27.3568	-0.2287
27.4284	-0.16
