0,-10.781,1,0,1
0.050603,0.047284,1,-0.016391,1
0.10121,0.034147,1,-0.0063739,1
0.15181,0.034607,1,0.0032146,1
0.20241,0.030562,1,0.0077882,1
0.25302,0.026984,1,0.0036609,1
0.30362,0.030603,1,0.0016464,1
0.35422,0.033684,1,0.0051713,1
0.40483,0.031927,1,0.007569,1
0.45543,0.031952,1,0.0063117,1
0.50603,0.032969,1,0.0073856,1
0.55664,0.031503,1,0.0071366,1
0.60724,0.032288,1,0.0054555,1
0.65784,0.032962,1,0.0065722,1
0.70844,0.031321,1,0.0068247,1
0.75905,0.03125,1,0.0060473,1
0.80965,0.031048,1,0.0068615,1
0.86025,0.030203,1,0.0061731,1
0.91086,0.031594,1,0.0055911,1
0.96146,0.032364,1,0.0064394,1
1.0121,0.033188,1,0.0065353,1
1.0627,0.033997,1,0.0082475,1
1.1133,0.032419,1,0.0085447,1
1.1639,0.033827,1,0.0076953,1
1.2145,0.033402,1,0.0089917,1
1.2651,0.032827,1,0.0074629,1
1.3157,0.036263,1,0.0081045,1
1.3663,0.033452,1,0.010134,1
1.4169,0.033503,1,0.004346,1
1.4675,0.040958,1,0.0058038,1
1.5181,0.035286,1,0.0073713,1
1.5687,0.041268,1,-0.0021126,1
1.6193,0.052199,1,0.00736,1
1.6699,0.034235,1,0.0079381,1
1.7205,0.077998,1,-0.023372,1
1.7711,0.064317,1,0.030685,1
1.8217,0.056155,1,0.002716,1
1.8723,0.24991,1,-0.015206,1
1.9229,0.10799,1,0.082572,1
1.9735,0.068262,1,-0.00019321,1
2.0241,0.096615,1,-0.19071,1
2.0747,0.16365,1,0.056491,1
2.1253,0.047391,1,0.021349,1
2.1759,0.068454,1,-0.072649,1
2.2265,0.084435,1,0.14823,1
2.2771,0.026883,1,0.056453,1
2.3277,0.129,1,-0.071753,1
2.3783,-0.14377,1,0.18558,1
2.429,-0.046348,1,0.080057,1
2.4796,0.15237,1,-0.088218,1
2.5302,-0.10272,1,0.060427,1
2.5808,-0.026061,1,0.018296,1
2.6314,-0.05595,1,-0.15516,1
2.682,0.045774,1,0.16628,1
2.7326,-0.0020849,1,-0.082549,1
2.7832,-0.13884,1,-0.10867,1
2.8338,-0.049036,1,0.11038,1
2.8844,0.11591,1,-0.11508,1
2.935,-0.058095,1,0.089378,1
2.9856,0.039064,1,-0.010688,1
3.0362,-0.22068,1,-0.03212,1
3.0868,-0.062116,1,0.048146,1
3.1374,0.076476,1,-0.038862,1
3.188,-0.15744,1,-0.023303,1
3.2386,-0.010951,1,-0.0014061,1
3.2892,0.21201,1,-0.27096,1
3.3398,-0.049444,1,0.0084571,1
3.3904,0.012273,1,-0.035022,1
3.441,-0.11496,1,-0.029813,1
3.4916,-0.020788,1,-0.016067,1
3.5422,0.042792,1,-0.065585,1
3.5928,-0.066676,1,0.0093907,1
3.6434,0.0018099,1,-0.024895,1
3.694,0.08626,1,0.069937,1
3.7446,-0.02685,1,-0.031188,1
3.7952,0.021041,1,-0.031657,1
3.8458,-0.07734,1,-0.087761,1
3.8964,-0.010468,1,-0.058067,1
3.947,0.042881,1,-0.060091,1
3.9977,-0.0059695,1,-0.075122,1
4.0483,0.018347,1,-0.056316,1
4.0989,0.026061,1,0.042123,1
4.1495,-0.0015268,1,-0.092665,1
4.2001,-0.01768,1,-0.021943,1
4.2507,0.24534,1,-0.025408,1
4.3013,-0.032244,1,-0.08393,1
4.3519,0.0041788,1,0.02827,1
4.4025,0.092701,1,-0.074068,1
4.4531,-0.030251,1,-0.016493,1
4.5037,0.027304,1,0.078616,1
4.5543,-0.04292,1,-0.074604,1
4.6049,-0.0077982,1,0.028741,1
4.6555,0.15443,1,0.050149,1
4.7061,-0.0061561,1,-0.023183,1
4.7567,0.060353,1,0.014965,1
4.8073,0.13442,1,-0.060701,1
4.8579,0.032256,1,-0.0015685,1
4.9085,0.029577,1,-0.037846,1
4.9591,0.055796,1,0.012044,1
5.0097,0.053097,1,0.043954,1
5.0603,0.028042,1,-0.068952,1
5.1109,0.069055,1,0.033897,1
5.1615,0.10052,1,-0.018126,1
5.2121,0.012078,1,0.0474,1
5.2627,0.03246,1,0.088926,1
5.3133,0.0087879,1,0.02751,1
5.3639,0.1145,1,-0.053918,1
5.4145,0.031432,1,0.048449,1
5.4651,0.06403,1,0.014961,1
5.5157,0.047072,1,0.061328,1
5.5664,0.015573,1,0.024751,1
5.617,0.19321,1,0.050843,1
5.6676,0.017049,1,0.01252,1
5.7182,0.024433,1,0.040509,1
5.7688,0.03517,1,0.021303,1
5.8194,9.5044e-05,1,0.029834,1
5.87,-0.0088285,1,0.087137,1
5.9206,0.038864,1,0.027018,1
5.9712,-0.038574,1,0.097714,1
6.0218,-0.0068545,1,0.098558,1
6.0724,-0.0096661,1,0.048506,1
6.123,-0.00092504,1,0.071982,1
6.1736,-0.042698,1,0.061704,1
6.2242,-0.041283,1,0.1409,1
6.2748,0.044743,1,0.016788,1
6.3254,-0.033785,1,0.035935,1
6.376,0.090308,1,0.12305,1
6.4266,-0.024666,1,0.046431,1
6.4772,-0.037565,1,0.048904,1
6.5278,0.15295,1,0.15135,1
6.5784,-0.029683,1,0.05196,1
6.629,-0.091931,1,0.049696,1
6.6796,-0.0079016,1,0.032189,1
6.7302,-0.034795,1,0.051877,1
6.7808,-0.052616,1,0.021894,1
6.8314,-0.024105,1,0.04559,1
6.882,-0.056638,1,0.047859,1
6.9326,-0.0033866,1,0.097493,1
6.9832,-0.041324,1,0.055192,1
