0,-2.2749,5.4571,0,0
0.050603,0.029554,0.0088715,0.0034915,0.0091267
0.10121,0.030768,0.0010819,-0.0012436,0.0042501
0.15181,0.027844,0.0032336,0.0023114,0.0011791
0.20241,0.025763,0.0014171,0.004256,0.0024498
0.25302,0.023373,0.0011134,0.0010634,0.0015845
0.30362,0.026765,0.0018297,-0.00035207,0.002072
0.35422,0.029466,0.001764,0.0032427,0.0029992
0.40483,0.027633,0.0012344,0.0058285,0.0029936
0.45543,0.027451,0.0012315,0.0052705,0.00226
0.50603,0.028024,0.0017367,0.0066359,0.0020859
0.55664,0.02683,0.0018784,0.0064538,0.0021243
0.60724,0.028084,0.0016263,0.0051834,0.0023266
0.65784,0.029148,0.0014223,0.00658,0.0027088
0.70844,0.027943,0.0011494,0.0069975,0.0029197
0.75905,0.028093,0.00094077,0.006174,0.0030566
0.80965,0.028209,0.00079537,0.0067572,0.0032243
0.86025,0.027752,0.00048608,0.0063005,0.0035263
0.91086,0.028923,0.00062766,0.0061425,0.0040131
0.96146,0.029501,0.0009725,0.0070267,0.0042391
1.0121,0.03058,0.00065508,0.0075503,0.004734
1.0627,0.031,0.00094231,0.0099077,0.0052282
1.1133,0.029418,0.0013539,0.010266,0.0052786
1.1639,0.030985,0.0010304,0.0091644,0.0052771
1.2145,0.031048,0.0011306,0.010916,0.0052097
1.2651,0.031159,0.0020626,0.0091607,0.0057836
1.3157,0.035212,0.0031896,0.010619,0.0064618
1.3663,0.033385,0.0027828,0.013989,0.0070569
1.4169,0.033371,0.0035535,0.0090618,0.0078661
1.4675,0.040211,0.004334,0.012814,0.010121
1.5181,0.035745,0.0034222,0.01517,0.01007
1.5687,0.040807,0.0062057,0.0079821,0.013668
1.6193,0.046612,0.0048713,0.020311,0.018443
1.6699,0.031886,0.0032812,0.017506,0.01448
1.7205,0.056022,0.0077612,-0.0005752,0.020317
1.7711,0.046136,0.0064228,0.02826,0.022358
1.8217,0.039154,0.0031954,0.015117,0.017074
1.8723,0.0912,0.010276,0.023363,0.0329
1.9229,0.047781,0.0068252,0.057862,0.022505
1.9735,0.050957,0.014114,0.021166,0.0087902
2.0241,0.27208,0.17845,0.077351,0.077574
2.0747,0.033821,0.0063888,0.12686,0.025608
2.1253,0.049559,0.020445,0.041156,0.023974
2.1759,-0.054925,0.10482,-0.11374,0.018275
2.2265,-0.079306,0.089048,0.26311,0.13678
2.2771,0.014446,0.0091556,0.067758,0.033377
2.3277,0.015668,0.015194,-0.052249,0.03655
2.3783,-0.19557,0.040507,0.024401,0.064883
2.429,-0.056895,0.01166,0.080177,0.013578
2.4796,0.010855,0.0069317,0.0047749,0.025367
2.5302,-0.11828,0.022463,-0.021845,0.038817
2.5808,-0.096698,0.0024189,0.012445,0.0094349
2.6314,-0.0011132,0.095315,-0.083709,0.14176
2.682,-0.073491,0.028674,-0.0083851,0.0077614
2.7326,-0.051695,0.0064605,-0.018566,0.03235
2.7832,-0.06883,0.0076787,-0.0094259,0.062857
